SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Z Scores
21504-41,3,SL007762,Eukaryotic translation initiation factor 2C 2,I2C2,Q9UKV8,27161,AGO2,1.898953312
7065-1,4,SL025868,"Protein G6b:Isoform A, Extracellular domain",G6B:ECD,O95866,80739,MPIG6B,1.898262901
24702-31,3,SL023564,Coiled-coil domain-containing protein 149,CC149,Q6ZUS6,91050,CCDC149,1.895930823
14675-20,3,SL011011,Eukaryotic translation initiation factor 4B,IF4B,P23588,1975,EIF4B,1.890034131
11634-32,3,SL016376,Regulator of G-protein signaling 10,RGS10,O43665,6001,RGS10,1.883617603
8978-30,3,SL018794,Mitogen-activated protein kinase kinase kinase kinase 3,M4K3,Q8IVH8,8491,MAP4K3,1.883066914
4318-12,3,SL004940,Tyrosine-protein phosphatase non-receptor type 6,PTP-1C,P29350,5777,PTPN6,1.882449151
11150-3,3,SL002657,Collagen alpha-1(VI) chain,Collagen a1(VI),P12109,1291,COL6A1,1.880321918
5480-49,3,SL000563,C-C motif chemokine 5,RANTES,P13501,6352,CCL5,1.878220365
22490-16,3,SL022801,Lipocalin-like 1 protein,LCNL1,Q6ZST4,401562,LCNL1,1.87152894
21118-48,3,SL005349,GTP cyclohydrolase I feedback regulatory protein,GFRP,P30047,2644,GCHFR,1.870728498
10902-53,3,SL018040,Retroviral-like aspartic protease 1,APRV1,Q53RT3,151516,ASPRV1,1.867292547
25486-38,3,SL023308,"39S ribosomal protein L38, mitochondrial",RM38,Q96DV4,64978,MRPL38,1.866804003
4330-4,2,SL000062,Prostate-specific antigen,PSA,P07288,354,KLK3,1.865697069
8004-15,3,SL009421,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",G3PT,O14556,26330,GAPDHS,1.852143469
3473-78,2,SL005224,Thrombopoietin Receptor,Thrombopoietin Receptor,P40238,4352,MPL,1.849637172
17787-1,3,SL005677,"Enoyl-CoA hydratase, mitochondrial",Enoyl-CoA hydratase,P30084,1892,ECHS1,1.834151058
13374-4,3,SL012530,Beta-defensin 113,DB113,Q30KQ7,245927,DEFB113,1.83114361
22978-13,3,SL004640,High mobility group protein B2,HMG-2,P26583,3148,HMGB2,1.82780333
19136-22,3,SL007346,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",MMSA,Q02252,4329,ALDH6A1,1.820731222
5858-6,5,SL005688,14-3-3 protein zeta/delta,14-3-3 protein zeta/delta,P63104,7534,YWHAZ,1.819434943
24436-23,3,SL015355,Disks large-associated protein 4,DLGP4,Q9Y2H0,22839,DLGAP4,1.818850899
22993-9,3,SL003187,C-C motif chemokine 22,MDC,O00626,6367,CCL22,1.81840563
17356-34,3,SL007561,Interleukin-1 family member 10,IL1FA,Q8WWZ1,84639,IL1F10,1.815987095
5509-7,3,SL025842,Epidermal growth factor:Extracellular domain,EGF:ECD,P01133,1950,EGF,1.815473424
21232-39,3,SL002764,Benign Prostate specific Antigen,BPSA,P07288,354,KLK3,1.813353499
10700-10,3,SL025885,Immunoglobulin superfamily member 11:Cytoplasmic domain,IGS11:CD,Q5DX21,152404,IGSF11,1.812912618
3739-72,1,SL000542,Integrin alpha-IIb: beta-3 complex,gpIIbIIIa,P08514|P05106,3674|3690,ITGA2B|ITGB3,1.812186794
24646-47,3,SL006473,Serine--pyruvate aminotransferase,SPYA,P21549,189,AGXT,1.810342331
9282-12,3,SL009427,Cysteine-rich secretory protein 2,CRIS2,P16562,7180,CRISP2,1.809870139
9885-41,3,SL014697,Ras-related protein Rap-2a,RAP2A,P10114,5911,RAP2A,1.808137723
13959-7,3,SL000499,Cytosol aminopeptidase,LAP,P28838,51056,LAP3,1.807897089
3710-49,2,SL000268,Angiostatin,Angiostatin,P00747,5340,PLG,1.797507495
3348-49,2,SL003994,Bone morphogenetic protein 1,BMP-1,P13497,649,BMP1,1.792963914
23703-8,3,SL008278,PDZ and LIM domain protein 5,PDLI5,Q96HC4,10611,PDLIM5,1.792721096
22973-8,3,SL003175,Gro-gamma,Gro-g,P19876,2921,CXCL3,1.786284353
18184-28,3,SL007258,GMP synthase [glutamine-hydrolyzing],GUAA,P49915,8833,GMPS,1.78550034
20078-6,3,SL008040,Myosin light chain 6B,MYL6B,P14649,140465,MYL6B,1.784762907
6975-52,3,SL018030,SNARE-associated protein Snapin,SNAPN,O95295,23557,SNAPIN,1.781060435
11683-19,3,SL019567,ADP-ribosylation factor-binding protein GGA3,GGA3,Q9NZ52,23163,GGA3,1.778112382
4903-72,1,SL003657,Calcineurin,Calcineurin,Q08209|P63098,5530|5534,PPP3CA|PPP3R1,1.777565704
6544-33,3,SL012542,Protein kinase C-binding protein NELL1,NELL1,Q92832,4745,NELL1,1.776642619
8044-90,3,SL018409,Glycoprotein Xg,XG,P55808,7499,XG,1.774573285
12625-138,3,SL019811,Kelch-like protein 7,KLHL7,Q8IXQ5,55975,KLHL7,1.7738445
11572-4,3,SL010968,Dynamin-2,DYN2,P50570,1785,DNM2,1.772747159
24950-21,3,SL013260,Specifically androgen-regulated gene protein,SARG,Q9BW04,79098,SARG,1.769022181
3508-78,3,SL003187,C-C motif chemokine 22,MDC,O00626,6367,CCL22,1.767703964
17821-20,3,SL020911,Glycylpeptide N-tetradecanoyltransferase 2,NMT2,O60551,9397,NMT2,1.761979798
23396-21,3,SL016468,Twinfilin-2,TWF2,Q6IBS0,11344,TWF2,1.761537704
16890-37,3,SL012697,ADAMTS-like protein 1,ATL1,Q8N6G6,92949,ADAMTSL1,1.757349461
6049-64,3,SL006532,Receptor-type tyrosine-protein phosphatase S,PTPRS,Q13332,5802,PTPRS,1.757023651
25220-8,3,SL023179,Cysteine-rich tail protein 1,CRTP1,A8MQ03,375791,CYSRT1,1.753161357
9856-22,3,SL014814,Deoxyhypusine synthase,DHYS,P49366,1725,DHPS,1.751693972
21796-43,3,SL001886,Glutathione peroxidase 3,Glutathione peroxidase 3,P22352,2878,GPX3,1.751130713
2578-67,2,SL000038,C-C motif chemokine 2,MCP-1,P13500,6347,CCL2,1.751062524
25941-4,3,SL004391,2'-5'-oligoadenylate synthetase like protein,OA synthetase,Q15646,8638,OASL,1.750216146
3168-8,2,SL004626,A disintegrin and metalloproteinase with thrombospondin motifs 5,ADAMTS-5,Q9UNA0,11096,ADAMTS5,1.746727127
18416-3,3,SL021358,ADP-ribosylation factor-like protein 9,ARL9,Q6T311,132946,ARL9,1.7379493
12701-1,3,SL019791,Eukaryotic translation initiation factor 1b,EIF1B,O60739,10289,EIF1B,1.737154281
12705-9,3,SL019820,Probable E3 ubiquitin-protein ligase HERC1,HERC1,Q15751,8925,HERC1,1.735844634
17686-27,3,SL008284,Tubulin-folding cofactor B,TBCB,Q99426,1155,TBCB,1.733058443
5699-19,3,SL014977,Protein FAM189A2,CI061,Q15884,9413,FAM189A2,1.728845862
7927-16,3,SL018308,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",SIA7E,Q9BVH7,81849,ST6GALNAC5,1.727052902
17793-4,3,SL020986,GTP-binding protein Di-Ras1,DIRA1,O95057,148252,DIRAS1,1.723694296
6565-68,3,SL017488,CUB domain-containing protein 1,CDCP1,Q9H5V8,64866,CDCP1,1.715196373
17778-19,3,SL016450,Ras-related protein Rab-32,RAB32,Q13637,10981,RAB32,1.71504745
9952-57,3,SL016054,"Transcription factor A, mitochondrial",TFAM,Q00059,7019,TFAM,1.714276903
17837-5,3,SL020908,Chloride intracellular channel protein 2,CLIC2,O15247,1193,CLIC2,1.713687896
19250-50,3,SL009443,C-Myc-binding protein,MYCBP,Q99417,26292,MYCBP,1.702953147
5658-64,3,SL003991,Coagulation factor XIII B chain,coagulation factor XIII B,P05160,2165,F13B,1.699759071
9341-1,3,SL014328,Platelet-derived growth factor D,PDGFD,Q9GZP0,80310,PDGFD,1.69923095
8813-160,3,SL000585,Thioredoxin,Thioredoxin,P10599,7295,TXN,1.694172881
5112-73,3,SL014268,OX-2 membrane glycoprotein,OX2G,P41217,4345,CD200,1.692265475
6913-189,3,SL004640,High mobility group protein B2,HMG-2,P26583,3148,HMGB2,1.689957815
25094-9,3,SL023136,"Acetyl-coenzyme A synthetase, cytoplasmic",ACSA,Q9NR19,55902,ACSS2,1.687466538
12885-42,3,SL007432,Nuclear receptor subfamily 1 group D member 2,NR1D2,Q14995,9975,NR1D2,1.686574405
7110-2,3,SL011305,DnaJ homolog subfamily B member 11,DJB11,Q9UBS4,51726,DNAJB11,1.686109347
5464-52,3,SL003792,Growth factor receptor-bound protein 2,GRB2 adapter protein,P62993,2885,GRB2,1.684241065
15602-43,3,SL001943,Interleukin-6 receptor subunit alpha,IL-6 sRa,P08887,3570,IL6R,1.683877144
3214-3,2,SL006397,Neuropilin-1,NRP1,O14786,8829,NRP1,1.680992518
25895-29,3,SL000126,Caspase-5,Caspase-5,P51878,838,CASP5,1.679490398
14032-2,3,SL003310,"Vascular endothelial growth factor A, isoform 121",VEGF121,P15692,7422,VEGFA,1.678966215
5870-23,2,SL003700,Bcl2-associated agonist of cell death,BAD,Q92934,572,BAD,1.676744931
13629-25,3,SL020200,Cysteine protease ATG4B,ATG4B,Q9Y4P1,23192,ATG4B,1.675582397
4145-58,2,SL004359,Neurotrophin-3,Neurotrophin-3,P20783,4908,NTF3,1.671912897
21929-53,3,SL022738,UB2D3/PolyUbiquitin K48,UB2D3/ PolyUbiquitin K48,P61077|P0CG47,7323|7314,UBE2D3|UBB,1.667978806
17769-28,3,SL013223,PEST proteolytic signal-containing nuclear protein,PCNP,Q8WW12,57092,PCNP,1.660746186
25292-4,3,SL012601,Carboxylesterase 3,EST3,Q6UWW8,23491,CES3,1.659265745
21393-62,3,SL008060,Adenosylhomocysteinase,SAHH,P23526,191,AHCY,1.659052272
12531-5,3,SL019768,Endogenous retrovirus group V member 1 Env polyprotein,ERVV1,B6SEH8,,ERVV-1,1.65890694
14587-16,3,SL004345,Growth/differentiation factor 11,GDF-11,O95390,10220,GDF11,1.657593403
4240-31,2,SL002650,Pyruvate kinase PKM,M2-PK,P14618,5315,PKM,1.65466224
11177-16,3,SL006465,"Keratin, type II cytoskeletal 5",K2C5,P13647,3852,KRT5,1.653667872
11458-30,3,SL016460,Poly(rC)-binding protein 1,PCBP1,Q15365,5093,PCBP1,1.651403924
17380-2,3,SL013054,Ubiquitin-conjugating enzyme E2 K,UBE2K,P61086,3093,UBE2K,1.648955167
5719-66,3,SL014977,Protein FAM189A2,CI061,Q15884,9413,FAM189A2,1.648178504
11378-37,3,SL025913,Tyrosine-protein kinase SYK:Src Homology domain,"KSYK:SH2, 1 and 2",P43405,6850,SYK,1.648170179
11591-43,3,SL007011,Protein regulator of cytokinesis 1,PRC1,O43663,9055,PRC1,1.64527132
10978-39,3,SL009327,Growth hormone variant,SOM2,P01242,2689,GH2,1.64414537
12993-21,3,SL016487,Nuclear protein localization protein 4 homolog,NPL4,Q8TAT6,55666,NPLOC4,1.642021982
19373-3,3,SL008053,Myosin regulatory light chain 12A,MLRM,P19105,10627,MYL12A,1.627362041
17348-5,3,SL018443,Synaptojanin-2-binding protein,SYJ2B,P57105,55333,SYNJ2BP,1.626041346
8402-22,3,SL012849,Cytokine-like protein 1,CYTL1,Q9NRR1,54360,CYTL1,1.624512134
2870-29,2,SL004009,Ras-related C3 botulinum toxin substrate 1,RAC1,P63000,5879,RAC1,1.622461961
6421-52,3,SL017458,Interferon alpha-16,IFN16,P05015,3449,IFNA16,1.618041661
6385-63,3,SL012581,von Willebrand factor A domain-containing protein 1,VWA1,Q6PCB0,64856,VWA1,1.617107513
19222-124,3,SL008540,Ras-related protein Rab-5B,RAB5B,P61020,5869,RAB5B,1.616627419
25092-32,3,SL008265,ATP-dependent RNA helicase DDX1,DDX1,Q92499,1653,DDX1,1.616195035
2829-19,2,SL006915,Interleukin-27,IL-27,Q8NEV9|Q14213,246778|10148,IL27|EBI3,1.61536302
5623-11,3,SL012737,CMRF35-like molecule 1,CLM1,Q8TDQ1,146722,CD300LF,1.614873371
5650-9,3,SL008205,Protein disulfide-isomerase A6,PDIA6,Q15084,10130,PDIA6,1.614523995
25108-6,3,SL023419,Arginyl-tRNA--protein transferase 1,ATE1,O95260,11101,ATE1,1.613978172
20189-4,3,SL014388,Integrin alpha V beta 6,Integrin aVb6,P06756|P18564,3685|3694,ITGAV|ITGB6,1.610982543
5457-5,2,SL007471,Collectin-12,COLEC12,Q5KU26,81035,COLEC12,1.609151658
11324-3,3,SL006952,Peroxidasin-like protein,PXDNL,A1KZ92,137902,PXDNL,1.608805473
21926-24,3,SL022736,UB2D1/PolyUbiquitin K48,UB2D1/ PolyUbiquitin K48,P51668|P0CG47,7321|7314,UBE2D1|UBB,1.608477145
14284-23,3,SL006773,eIF-2-alpha kinase GCN2,E2AK4,Q9P2K8,440275,EIF2AK4,1.607197057
23660-112,3,SL023275,Kelch-like protein 41,KLH41,O60662,10324,KLHL41,1.606340964
21123-1,3,SL022118,"39S ribosomal protein L28, mitochondrial",RM28,Q13084,10573,MRPL28,1.600371073
8092-29,3,SL001943,Interleukin-6 receptor subunit alpha,IL-6 sRa,P08887,3570,IL6R,1.596241204
2828-82,2,SL004645,Kunitz-type protease inhibitor 1,HAI-1,O43278,6692,SPINT1,1.596010207
12691-44,3,SL015512,"Serine hydroxymethyltransferase, mitochondrial",GLYM,P34897,6472,SHMT2,1.59585896
23644-19,3,SL009114,Dihydroxyacetone kinase,DAK,Q3LXA3,26007,TKFC,1.588532923
23923-26,3,SL016432,Protein phosphatase 1F,PPM1F,P49593,9647,PPM1F,1.58811421
3204-2,2,SL007100,Leukotriene A-4 hydrolase,LKHA4,P09960,4048,LTA4H,1.58704504
23659-2,3,SL023348,Basic leucine zipper and W2 domain-containing protein 2,BZW2,Q9Y6E2,28969,BZW2,1.586998693
2811-27,1,SL001995,Angiopoietin-1,Angiopoietin-1,Q15389,284,ANGPT1,1.586818282
6451-64,3,SL008299,Asporin,ASPN,Q9BXN1,54829,ASPN,1.583649282
3495-15,2,SL003172,C-X-C motif chemokine 6,GCP-2,P80162,6372,CXCL6,1.581390592
2977-7,2,SL004872,Tumor necrosis factor receptor superfamily member EDAR,EDAR,Q9UNE0,10913,EDAR,1.577022598
4832-75,2,SL004156,Tumor necrosis factor receptor superfamily member 10A,TRAIL R1,O00220,8797,TNFRSF10A,1.573088442
19224-5,3,SL012984,"Eukaryotic translation initiation factor 1A, Y-chromosomal",IF1AY,O14602,9086,EIF1AY,1.570942172
19574-5,3,SL000542,Integrin alpha-IIb: beta-3 complex,gpIIbIIIa,P08514|P05106,3674|3690,ITGA2B|ITGB3,1.569528559
6553-68,3,SL017495,Cilia- and flagella-associated protein 45,CCD19,Q9UL16,25790,CFAP45,1.569505713
12768-3,3,SL019887,Protein phosphatase 1 regulatory subunit 3B,PPR3B,Q86XI6,79660,PPP1R3B,1.56823388
19335-2,3,SL005988,Hematological and neurological expressed 1 protein,HN1,Q9UK76,51155,JPT1,1.56794296
17164-15,3,SL004211,Annexin A4,annexin IV,P09525,307,ANXA4,1.566467748
12872-35,3,SL019961,Cyclic nucleotide-gated olfactory channel,CNGA2,Q16280,1260,CNGA2,1.561231408
13435-31,3,SL005182,Interleukin-20 receptor subunit beta,IL-20 Rb,Q6UXL0,53833,IL20RB,1.558563894
5315-22,3,SL000052,"Troponin T, cardiac muscle",Troponin T,P45379,7139,TNNT2,1.55847111
5364-7,3,SL007336,Protein SET,SET,Q01105,6418,SET,1.557022133
21241-1,3,SL011277,N-acetyltransferase 6,NAT6,Q93015,24142,NAA80,1.555963407
17151-84,3,SL004509,Interferon regulatory factor 3,IRF-3,Q14653,3661,IRF3,1.554981486
9997-12,3,SL026026,UBX domain-containing protein 4:Cytoplasmic domain 1,UBXN4:CD 1,Q92575,23190,UBXN4,1.554862342
20991-2,3,SL022088,LIM domain-containing protein 2,LIMD2,Q9BT23,80774,LIMD2,1.554747083
23281-29,3,SL023391,ADP-ribosylation factor-like protein 8A,ARL8A,Q96BM9,127829,ARL8A,1.554441078
23228-2,3,SL022946,Uncharacterized protein C12orf76,CL076,Q8N812,400073,C12orf76,1.552668122
13392-13,3,SL008814,Sodium/potassium-transporting ATPase subunit beta-1,AT1B1,P05026,481,ATP1B1,1.551722958
9796-4,3,SL009338,Bile salt-activated lipase,CEL,P19835,1056,CEL,1.550318041
17335-18,3,SL009105,Vesicle-associated membrane protein 2,VAMP2,P63027,6844,VAMP2,1.549956597
23967-8,3,SL015186,PAXIP1-associated protein 1,PA1,Q9BTK6,79447,PAGR1,1.549715562
3285-23,2,SL000310,Complement C1r subcomponent,C1r,P00736,715,C1R,1.546963771
8358-30,3,SL005000,"Thioredoxin-dependent peroxide reductase, mitochondrial",Peroxiredoxin-3,P30048,10935,PRDX3,1.544888367
13699-6,3,SL000062,Prostate-specific antigen,PSA,P07288,354,KLK3,1.544092453
18907-97,3,SL007235,Killer cell immunoglobulin-like receptor 3DL1,KI3L1,P43629,3811,KIR3DL1,1.542732442
16317-20,3,SL004969,Desmoglein-3,Desmoglein-3,P32926,1830,DSG3,1.541227797
16828-8,3,SL002657,Collagen alpha-1(VI) chain,Collagen a1(VI),P12109,1291,COL6A1,1.540792121
24938-7,3,SL007320,AP-2 complex subunit beta-1,AP2B1,P63010,163,AP2B1,1.538316381
5763-67,3,SL004535,Beta-defensin 104,HBD-4,Q8WTQ1,140596,DEFB104A,1.537731644
15312-14,3,SL019555,Protein argonaute-1,AGO1,Q9UL18,26523,AGO1,1.537135361
3457-57,1,SL005084,Periostin,Periostin,Q15063,10631,POSTN,1.534792682
9755-19,3,SL011628,Drebrin-like protein,DBNL,Q9UJU6,28988,DBNL,1.534788167
15626-223,3,SL005400,Basement membrane-specific heparan sulfate proteoglycan core protein,Perlecan,P98160,3339,HSPG2,1.534773791
11390-24,3,SL004870,Carbonic anhydrase-related protein,Carbonic Anhydrase VIII,P35219,767,CA8,1.534063649
23666-35,3,SL010956,Bifunctional purine biosynthesis protein PURH,PUR9,P31939,471,ATIC,1.533201127
7757-5,3,SL018237,"HLA class II histocompatibility antigen, DQ alpha 2 chain",DQA2,P01906,3118,HLA-DQA2,1.53214735
25280-2,3,SL023160,LIM domain-containing protein 1,LIMD1,Q9UGP4,8994,LIMD1,1.531050871
23535-3,3,SL023383,Protein FAM45A,FA45A,Q8TCE6,404636,DENND10,1.527444506
19637-9,3,SL003526,Corticoliberin,CRH,P06850,1392,CRH,1.526453675
9340-17,3,SL017408,Peptidyl-prolyl cis-trans isomerase FKBP14,FKB14,Q9NWM8,55033,FKBP14,1.526051282
5013-2,1,SL004915,Chloride intracellular channel protein 1,NCC27,O00299,1192,CLIC1,1.524872042
22137-3,3,SL022877,Protein FAM102B,F102B,Q5T8I3,284611,FAM102B,1.524161228
16847-39,3,SL008946,Ras-related protein Rab-3B,RAB3B,P20337,5865,RAB3B,1.519282975
19755-38,3,SL018351,"ATPase inhibitor, mitochondrial",ATIF1,Q9UII2,93974,ATP5IF1,1.518998365
17773-26,3,SL013253,Gamma-soluble NSF attachment protein,SNAG,Q99747,8774,NAPG,1.51582316
14250-115,3,SL008191,Bleomycin hydrolase,BLMH,Q13867,642,BLMH,1.515132383
14156-33,3,SL004815,14-3-3 protein beta/alpha,14-3-3 protein beta/alpha,P31946,7529,YWHAB,1.513598211
8325-37,3,SL018474,Alcohol dehydrogenase 4,ADH4,P08319,127,ADH4,1.513002127
24489-34,3,SL023727,Transcription factor HES-3,HES3,Q5TGS1,390992,HES3,1.512811776
11530-37,3,SL010978,Porphobilinogen deaminase,HEM3,P08397,3145,HMBS,1.510385643
4907-56,1,SL000022,D-dimer,D-dimer,P02671|P02675|P02679,2243|2244|2266,FGA|FGB|FGG,1.509963891
12469-19,3,SL011230,Microtubule-associated protein RP/EB family member 1,MARE1,Q15691,22919,MAPRE1,1.507585868
24425-8,3,SL012446,"Methionyl-tRNA synthetase, cytoplasmic",SYMC,P56192,4141,MARS1,1.506185219
17454-15,3,SL006311,Epidermal growth factor-like protein 6,EGFL6,Q8IUX8,25975,EGFL6,1.504573655
6229-13,3,SL009328,Chorionic somatomammotropin hormone,CSH,P0DML2|P0DML3,1442|1442,CSH1|CSH2,1.504020126
13933-276,3,SL020257,NGFI-A-binding protein 1,NAB1,Q13506,4664,NAB1,1.503930431
10551-7,3,SL007008,Linker for activation of T-cells family member 1,LAT,O43561,27040,LAT,1.503861931
16773-29,3,SL012672,"Signal peptide, CUB and EGF-like domain-containing protein 3",SCUB3,Q8IX30,222663,SCUBE3,1.502760649
22969-12,3,SL000516,C-C motif chemokine 7,MCP-3,P80098,6354,CCL7,1.499838666
17333-20,3,SL008026,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,P11310,34,ACADM,1.494944658
8236-8,3,SL018433,UPF0729 protein C18orf32,CR032,Q8TCD1,497661,C18orf32,1.493495314
12659-13,3,SL008839,Obg-like ATPase 1,GTPB9,Q9NTK5,29789,OLA1,1.492574629
10584-7,3,SL018289,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUS4,O43181,4724,NDUFS4,1.492083077
18380-78,3,SL000254,Serum albumin,Albumin,P02768,213,ALB,1.491930515
5605-77,3,SL006973,"Beta-1,3-N-acetylglucosaminyltransferase manic fringe",MFNG,O00587,4242,MFNG,1.490801809
6383-90,3,SL012368,Tolloid-like protein 1,TLL1,O43897,7092,TLL1,1.489675094
3633-70,1,SL008193,Nidogen-2,NID2,Q14112,22795,NID2,1.48448315
10589-7,3,SL018354,Retinoic acid early transcript 1L protein,RET1L,Q5VY80,154064,RAET1L,1.483456105
23363-41,3,SL011153,Poly(rC)-binding protein 2,PCBP2,Q15366,5094,PCBP2,1.482553849
4188-1,2,SL003658,Aflatoxin B1 aldehyde reductase member 2,Aflatoxin B1 aldehyde reductase,O43488,8574,AKR7A2,1.480909171
6352-8,3,SL017432,Insulin receptor-related protein,INSRR,P14616,3645,INSRR,1.480487767
5810-25,3,SL005155,Teratocarcinoma-derived growth factor 1,Cripto,P13385,6997,TDGF1,1.47623574
9846-32,3,SL004615,Rho GDP-dissociation inhibitor 2,Rho-GDI beta,P52566,397,ARHGDIB,1.476219078
17148-7,3,SL008080,Flavin reductase (NADPH),BLVRB,P30043,645,BLVRB,1.475408247
5008-51,1,SL001815,"Superoxide dismutase [Mn], mitochondrial",Mn SOD,P04179,6648,SOD2,1.474985176
4479-14,2,SL000308,Plasma protease C1 inhibitor,C1-Esterase Inhibitor,P05155,710,SERPING1,1.474575848
7875-86,3,SL011175,Pleckstrin,PLEK,P08567,5341,PLEK,1.471558891
18207-6,3,SL008779,Charged multivesicular body protein 1b,CHM1B,Q7LBR1,57132,CHMP1B,1.46955506
9840-2,3,SL000350,Cell division control protein 42 homolog,Cdc42Hs,P60953,998,CDC42,1.469294114
8074-32,3,SL018405,"Transmembrane protein 70, mitochondrial",TMM70,Q9BUB7,54968,TMEM70,1.463885088
17756-69,3,SL020918,Deoxycytidylate deaminase,DCTD,P32321,1635,DCTD,1.461552839
18312-68,3,SL015308,Protein NDRG3,NDRG3,Q9UGV2,57446,NDRG3,1.461148637
21507-48,3,SL022510,COMM domain-containing protein 8,COMD8,Q9NX08,54951,COMMD8,1.456948079
23560-154,3,SL023558,Centrosomal protein of 41 kDa,CEP41,Q9BYV8,95681,CEP41,1.45664536
12411-60,3,SL019679,Protein max,MAX,P61244,4149,MAX,1.455991808
15615-8,3,SL019428,Leukocyte immunoglobulin-like receptor subfamily B member 3,LIRB3,O75022,102725035,LILRB3,1.450678318
21756-5,3,SL022696,UBE2N/UBE2V2 Complex,UBE2N/UBE2V2 Complex,P61088|Q15819,7334|7336,UBE2N|UBE2V2,1.449948711
11664-32,3,SL019543,ADP-ribosylation factor GTPase-activating protein 2,ARFG2,Q8N6H7,84364,ARFGAP2,1.449193977
3148-49,1,SL003174,Gro-beta,Gro-b,P19875,2920,CXCL2,1.449084612
8690-25,3,SL018617,Caveolin-3,CAV3,P56539,859,CAV3,1.447515202
12649-80,3,SL004917,"Malate dehydrogenase, mitochondrial",Malate dehydrogenase 2,P40926,4191,MDH2,1.445891522
23568-41,3,SL023304,Homeobox protein Meis2,MEIS2,O14770,4212,MEIS2,1.443491789
17411-55,3,SL015528,Ubiquitin recognition factor in ER-associated degradation protein 1,UFD1,Q92890,7353,UFD1,1.442900334
22984-10,3,SL021460,Eukaryotic initiation factor 4A-II,IF4A2,Q14240,1974,EIF4A2,1.442188572
7223-60,3,SL005105,Protein S100-A13,S100A13,Q99584,6284,S100A13,1.440855234
17744-31,3,SL016588,Ras-related protein Rab-11A,RB11A,P62491,8766,RAB11A,1.440520451
20081-14,3,SL013874,Serine/threonine-protein kinase Pim-2,PIM2,Q9P1W9,11040,PIM2,1.440509383
2855-49,2,SL000409,Mitogen-activated protein kinase 3,ERK-1,P27361,5595,MAPK3,1.440285441
21539-139,3,SL022491,Synaptotagmin-6,SYT6,Q5T7P8,148281,SYT6,1.439380667
25050-82,3,SL010982,Tripeptidyl-peptidase 2,TPP2,P29144,7174,TPP2,1.436990539
2998-53,2,SL005194,Junctional adhesion molecule C,JAM-C,Q9BX67,83700,JAM3,1.434749562
2867-52,2,SL003721,RAC-alpha serine/threonine-protein kinase,PKB,P31749,207,AKT1,1.434125871
19262-219,3,SL008117,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADV,P49748,37,ACADVL,1.429828076
9880-33,3,SL019158,"Tryptophan 2,3-dioxygenase",T23O,P48775,6999,TDO2,1.427891095
12869-68,3,SL019938,Probable ATP-dependent RNA helicase DDX6,DDX6,P26196,1656,DDX6,1.427432446
23692-19,3,SL023168,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",ACSS3,Q9H6R3,79611,ACSS3,1.427143893
14227-21,3,SL008040,Myosin light chain 6B,MYL6B,P14649,140465,MYL6B,1.426778462
24717-26,3,SL010948,Serine/threonine-protein phosphatase 2A regulatory subunit B',PTPA,Q15257,5524,PTPA,1.42580642
